,0
755,1:  Mini-Wheel Model Maker No. 1 (Kraft Velveeta)
756,2:  Mini-Wheel Model Maker No. 2 (Kraft Velveeta)
757,3:  Mini-Wheel Model Maker No. 3 (Kraft Velveeta)
758,4:  Mini-Wheel Model Maker Set 4 (Kraft Velveeta)
759,5:  Large house set
760,5:  Mini-Wheel Model Maker Set 5 (Kraft Velveeta)
761,6:  Promotional Basic Set No. 6 (Kraft Velveeta)
762,7:  Promotional Basic Set No. 7 (Kraft Velveeta)
763,8:  Promotional Basic Set No. 8 (Kraft Velveeta)
764,9:  Promotional Basic Set No. 9 (Kraft Velveeta)
765,10:  Promotional Basic Set No. 10 (Kraft Velveeta)
766,21:  Truck
767,22:  Car
768,23:  Delivery truck
769,24:  Train
770,101:  Imagination Set 1
771,102:  Imagination Set 2
772,103:  Imagination Set 3
773,104:  Imagination Set 4
774,105:  Imagination Set 5
775,107:  4.5V Reversible Power Unit
776,110:  Vehicle Accessory Pack
777,111:  Building Accessory Pack
778,112:  Lego Giant Base Plate
779,128:  Mobile Crane (Train Base)
780,128:  Mobile Crane (Plate Base)
781,166:  Vehicle Extra Parts Kit
782,167:  House and Garden Extra Parts Kit
783,248:  Factory with Conveyor Belt
784,260:  Dolls Living Room
785,261:  Dolls Kitchen
786,348:  Garage with Automatic Doors
787,349:  Swiss Chalet
788,349:  Mini-Wheel Construction Set
789,350:  Spanish Villa
790,351:  Gravel Depot
791,360:  Ambulance
792,361:  Tow Truck Kit
793,362:  Delivery Van
794,363:  Antique Car Kit
795,371:  Tipper Truck
796,372:  Tow Truck
797,373:  Ambulance
798,374:  Fire Engine
799,375:  Refrigerator Truck and Trailer
800,376:  Low loader with Excavator
801,377:  Crane and Float Truck
802,380:  Village Set
803,604:  Excavator
804,605:  Taxi
805,608:  Kiosk
806,630:  Diplomat Set
807,640:  Fire Truck
808,642:  Double Excavator
809,643:  Mobile Crane
810,644:  Double Tanker
811,645:  Milk Truck with Trailer
812,646:  Mobile Site Office
813,647:  Lorry With Girders
814,648:  Service Station
815,680:  Low-Loader with Crane
816,681:  Low loader with 4 wheel excavator
817,682:  Low-Loader and Tractor
818,683:  Articulated Lorry
819,695:  Bulk Assortment Set
820,"795:  2 Large Baseplates, Red/Blue"
821,"796:  2 Large Baseplates, Green/Yellow"
822,"797:  2 Large Baseplates, Grey/White"
823,"798:  2 Medium Baseplates, Green"
824,990:  Trees and Signs (1971 version with granulated trees and 4 bricks)
825,16197:  Thinking with LEGO
826, Holdall Storage Bag
827, Del Monte Building Kit
828, 857 Piece Basic Set
829, 920 Piece Motorized Basic Set
830, 1252 Piece Motorized Basic Set
831, 1081 Piece Basic Set
832, 1241 Piece Basic Set
833,130:  Double Tipper Wagon
834,131:  Passenger Coach
835,132:  Port Crane and Flat Wagon
836,161:  Battery Wagon
837,170:  Push-along Play Train
838,171:  Train Set without Motor
839,180:  4.5V Train with 5 Wagons
840,"181:  Train Set with Motor, Signals and Shunting Switch"
841,220:  Let's Play with LEGO
842,262:  Complete Children's Room Set
843,300:  Jumbo Bricks
844,352:  Windmill and Lorry
845,353:  Terrace House with Car and Garage
846,354:  Police Heliport
847,355:  Town Center Set with Roadways
848,359:  Environment Plate
849,378:  Tractor
850,379:  Car and Caravan
851,514:  Pre-School Building Set
852,606:  Tipper Lorry
853,609:  Aeroplane
854,649:  Low loader with excavator
855,650:  Car with trailer and racing car
856,651:  Tow Truck and Car
857,652:  Forklift with Trailer
858,684:  Low-Loader Truck with Forklift
859,685:  Legoland Truck with Trailer
860,724:  12v Diesel Locomotive with Crane Wagon and Tipper Wagon
861,791:  Red Storage Box
862,792:  White Storage Box
863,793:  Blue Storage Box
864,794:  Yellow Storage Box
865,"803:  Gears, Bricks and Heavy Tires"
866,1512:  Denken mit Lego
867,1513:  Denken mit Lego
868,1550:  Sterling Super Caravelle
869,1551:  Sterling Baggage Train
870,15102:  Thinking with Lego
871,15103:  Thinking with Lego
872,16221:  Thinking with LEGO / Rules
873, Holdall Storage Bag
874, 1047 Piece Basic Set
875, 846 Piece Basic Set
876, 395 Piece Basic Set
877, 665 Piece Basic Set
878,1:  Basic Set
879,2:  Basic Set
880,3:  Basic Set
881,4:  Basic Set
882,5:  Basic Set
883,6:  Basic Set
884,7:  Basic Set
885,8:  Basic Set #8
886,010:  Pre-School Set
887,11:  Small pre-school set
888,12:  Medium pre-school set
889,13:  Large pre-school set
890,14:  Small house set
891,15:  Large house set
892,16:  City square
893,17:  Airport
894,020:  Building Set
895,030:  Building Set
896,30:  Small ship
897,31:  Medium ship
898,32:  Large ship
899,105:  Building Set
900,115:  Building Set
901,135:  Building Set
902,221:  Idea Book No. 1
903,"270:  Grandfather Clock, Chair and Table"
904,271:  Baby's Cot and Cabinet
905,272:  Dressing Table with Mirror
906,273:  Bureau
907,290:  Dining Suite
908,291:  Blackboard and School Desk
909,292:  Kitchen Sink and Cupboards
910,293:  Piano
911,310:  Tugboat
912,311:  Ferry
913,312:  Cargo Ship
914,356:  Italian Villa
915,357:  Legoland Fire House
916,358:  Rocket Base
917,381:  Lorry and Fork Lift Truck
918,382:  Breakdown Truck and Car
919,383:  Truck with Excavator
920,384:  London Bus
921,410:  Payloader
922,420:  Police Car
923,450:  Fork lift
924,460:  Rescue Units
925,508:  Kindergarten Set
926,515:  Building set
927,540:  Swiss villa
928,545:  Conveyor Station
929,560:  Police Heliport
930,570:  Fire House
931,610:  Vintage car
932,611:  Police Car
933,653:  Ambulance and Helicopter
934,654:  Crane Truck
935,655:  Mobile Hydraulic Joist
936,686:  Digger and Tippers
937,687:  Caravelle Aeroplane
938,688:  Shell Tanker
939,710:  Wrecker with Car
940,730:  Steam Shovel with Carrier
941,900:  Universal Motor Set
942,930:  Red Bricks
943,931:  White Bricks
944,932:  Blue and Yellow Bricks
945,933:  Doors and Windows
946,"934:  Roof Bricks, 45°"
947,"935:  Roof Bricks, 33°"
948,936:  Wheels and Tyres
949,937:  Doors and Fences
950,938:  Hinges and Turntables
951,"939:  Flags, Trees and Road Signs"
952,"940:  Flags, Signs and Trees"
953, 88 Piece Set
954,125:  Universal Building Set
955,145:  Universal Building Set
956,196:  Antique Car
957,200:  LEGO Family
958,250:  Aeroplane and pilot
959,251:  Windmill with miller and wife
960,252:  Locomotive with driver and passenger
961,263:  Kitchen
962,264:  Living Room
963,265:  Bathroom
964,266:  Children's room
965,274:  Colour TV and chair
966,275:  Table and chairs
967,294:  Wall unit
968,295:  Secretary's desk
969,360:  Gravel Works
970,361:  Tea Garden Cafe
971,612:  Tipper Truck
972,613:  Bi-plane
973,614:  Digger
974,656:  Car and Caravan
975,657:  Aircraft
976,658:  Fire Engine
977,689:  Grabber
978,690:  Shell Garage
979,691:  Rescue Helicopter
980,723:  Diesel Locomotive with DB sticker
981,725:  Freight Train Set
982,741:  12 V Transformer
983,755:  Left and Right Points
984,756:  Electric crossing
985,"789:  Suitcase, red"
986,"790:  Suitcase, blue"
987,810:  Gear set
988,811:  Gear set
989,812:  Gear Set
990,813:  Tractor
991,941:  Black and Clear Bricks
992,1552:  Sterling Boeing 727
993,1650:  Maersk Line Container Ship
994,75:  PreSchool Set
995,77:  PreSchool Set
996,78:  PreSchool Set
997,78:  Basic Set
998,133:  Locomotive
999,134:  Mobile Crane and Wagon
1000,136:  Tanker Wagon
1001,137:  Passenger sleeping car
1002,148:  Station
1003,182:  Train Set with Motor
1004,190:  Farm Set
1005,195:  Airplane
1006,253:  Helicopter and Pilot
1007,254:  Family
1008,255:  Farming Scene
1009,362:  Windmill
1010,363:  Hospital
1011,364:  Harbour
1012,365:  Wild West
1013,367:  Space Module with Astronauts
1014,390:  1913 Cadillac
1015,391:  1926 Renault
1016,392:  Formula 1
1017,430:  Biplane
1018,480:  Rescue Helicopter
1019,490:  Mobile Crane
1020,516:  Bricks and half bricks
1021,517:  Bricks and half bricks and arches
1022,518:  Bricks and half bricks and trolley
1023,519:  Bricks and half bricks and arches and trolley
1024,520:  Bricks and half bricks and two tolleys
1025,521:  Bricks and half bricks all colours
1026,580:  Brick Yard
1027,615:  Forklift
1028,659:  Police Patrol
1029,660:  Air Transporter
1030,692:  Road Repair Crew
1031,693:  Fire Engine
1032,694:  Transport Truck
1033,760:  London Bus
1034,814:  Tractor
1035, Holdall Storage Bag
1036, Super Set
1037,"10:  Basic Building Set, 3+"
1038,"20:  Basic Building Set, 3+"
1039,"30:  Basic Building Set, 3+"
1040,"40:  Basic Building Set, 3+"
1041,"50:  Basic Building Set, 3+"
1042,55:  Basic Set
1043,74:  PreSchool Set
1044,080:  Police Station
1045,081:  Train Station
1046,082:  LEGOVille
1047,107:  Universal Motor
1048,108:  Battery box
1049,146:  Level Crossing
1050,147:  Refrigerated Wagon
1051,149:  Fuel Refinery
1052,156:  Straight Track
1053,157:  Curved Track
1054,159:  Straight Track with Crossing
1055,183:  Train set with motor and signal
1056,194:  Family
1057,197:  Farm Set
1058,210:  Cowboys
1059,211:  Mother and baby with dog
1060,212:  Scooter
1061,222:  Building Ideas Book
1062,256:  Police Officers and Motorcycle
1063,258:  Zoo (with Baseboard)
1064,314:  Police Launch
1065,315:  Container Ship
1066,368:  Taxi Garage
1067,369:  Coast Guard Station
1068,370:  Police Headquarters
1069,385:  Jeep with Steering
1070,386:  Air Ambulance
1071,387:  Excavator and Dumper
1072,393:  Norton Motorcycle
1073,394:  Harley-Davidson 1000cc
1074,395:  1909 Rolls-Royce
1075,396:  Thatcher Perkins Locomotive
1076,425:  Fork Lift
1077,435:  Tipper Truck
1078,445:  Police Units
1079,455:  Learjet
1080,485:  Fire Truck
1081,530:  Puppy
1082,531:  Elephants
1083,532:  Pull-Along Ducks
1084,550:  Windmill
1085,555:  Hospital
1086,565:  Moon Landing
1087,585:  Police Headquarters
1088,616:  Cargo Ship
1089,617:  Cowboys
1090,661:  Spirit of St. Louis
1091,662:  Dump Truck
1092,695:  Racing Car
1093,696:  Bus Station
1094,697:  Stage Coach
1095,726:  Western Train
1096,770:  Rescue Set
1097,780:  Road Construction Set
1098,901:  Universal Motor Set
1099,"910:  Advanced Basic Set, 6+"
1100,"911:  Advanced Basic Set, 6+"
1101,"912:  Advanced Basic Set with Motor, 6+"
1102,1011:  LEGO Number/Symbol Blocks
1103,1017:  Letter Bricks for Wall Board
1104,1045:  Educational LEGO Building Set
1105,1074:  House Accessories
1106,1077:  Supplementary Set
1107,1560:  Airliner
1108,1561:  Airline Staff
1109,1562:  Biplane
1110,1601:  Factory
1111, Windmill
1112, House
1113, House
1114,1:  Small basic set
1115,2:  Medium basic set
1116,085:  Racer
1117,087:  Taxi
1118,88:  Camping
1119,089:  Mary's House
1120,"110:  Building Set, 3+"
1121,"111:  Building Set, 3+"
1122,"112:  Building Set, 3+"
1123,"113:  Building Set, 3+"
1124,"114:  Building Set, 3+"
1125,162:  Locomotive
1126,163:  Cargo Wagon
1127,192:  Policemen
1128,198:  Cowboys
1129,199:  Scooter
1130,213:  Airplane ride
1131,214:  Road repair crew
1132,215:  Red Indians
1133,217:  Service Station
1134,218:  Firemen
1135,225:  Building Ideas Book No. 2
1136,245:  Two Santas
1137,246:  Santa and Sleigh
1138,276:  Nurse and Child
1139,277:  Fireplace
1140,296:  Ladies' Hairdressers
1141,371:  Sea Plane
1142,372:  Texas Rangers
1143,373:  Offshore Rig with Fuel Tanker
1144,"400:  Building Set, 6+"
1145,"402:  Building Set, 6+"
1146,"404:  Building Set, 6+"
1147,456:  Spirit of St. Louis
1148,491:  Formula 1 Racer
1149,492:  Truck with Payloader
1150,522:  Police Station
1151,523:  Train and Station
1152,524:  DUPLO Town
1153,533:  Racer
1154,535:  Taxi
1155,536:  Camping
1156,537:  Mary's House
1157,618:  Police Helicopter
1158,619:  Rally Car
1159,663:  Hovercraft
1160,664:  TV Crew
1161,698:  Boeing Aeroplane
1162,699:  Photo Safari
1163,711:  Jeep CJ-5
1164,712:  Sea Plane
1165,727:  Locomotive
1166,786:  Storage Cloth
1167,787:  Storage Cloth
1168,850:  Fork-Lift Truck
1169,851:  Tractor
1170,852:  Helicopter
1171,853:  Car Chassis
1172,"870:  Technical Motor, 4.5V"
1173,871:  Supplementary Set
1174,1109:  Magnetic Couplings for Railway Car
1175,1112:  Train Sliding Wheel Blocks
1176,1119:  Locomotive Piston Assemblies
1177,"1121:  Propellors, Wheels and Rotor Unit"
1178,1124:  Digger Bucket Assembly
1179,1150:  Replacement Motor 12V
1180,1151:  Train Power Pick-Up Blocks
1181,1152:  Electric Wire
1182,1575:  Finnjet Ferry
1183,1580:  Silja Line Ferry
1184,"7:  Basic Building Set, 3+"
1185,"8:  Basic Building Set, 3+"
1186,"9:  Basic Building Set, 3+"
1187,061:  Puppy
1188,063:  Ducks
1189,086:  Tub Boat
1190,164:  Passenger Coach
1191,165:  Cargo Station
1192,166:  Flat wagon
1193,167:  Car transport wagon
1194,205:  People Set
1195,208:  Mother with baby
1196,230:  Hairdressing Salon
1197,231:  Hospital
1198,232:  Bungalow
1199,278:  Television Room
1200,297:  Nursery
1201,"300:  Road Plates, Junction"
1202,"301:  Road Plates, Curved"
1203,"302:  Road Plates, Straight"
1204,316:  Fire Fighting Launch
1205,330:  Gas Station
1206,340:  Fire Trucks
1207,374:  Fire Station
1208,375:  Castle
1209,376:  House with Garden
1210,377:  Shell Service Station
1211,398:  USS Constellation
1212,462:  Mobile Rocket Launcher
1213,483:  Alpha-1 Rocket Base
1214,487:  Space Cruiser
1215,493:  Space Command Center
1216,528:  Building Set
1217,529:  Animals
1218,534:  Bath-Toy Boat
1219,575:  Coast Guard Station
1220,590:  Engine Co. No. 9
1221,600:  Police Car
1222,601:  Shell Filling Station
1223,602:  Fire Chief's Car
1224,603:  Motorbike
1225,604:  Shell Service Car
1226,605:  Street Crew
1227,606:  Ambulance
1228,620:  Fire Truck
1229,621:  Police Car
1230,622:  Tipper Truck
1231,623:  Red Cross Car
1232,625:  Tractor Digger
1233,626:  Red Cross Helicopter
1234,628:  Police Helicopter
1235,640:  Fire Truck and Trailer
1236,641:  Excavator
1237,642:  Tow Truck and Car
1238,643:  Flatbed Truck
1239,644:  Police Mobile Patrol
1240,670:  Mobile Crane
1241,671:  Shell Petrol Tanker
1242,672:  Fire Engine and Trailer
1243,673:  Rally Car and Motorbike
1244,674:  Forklift and Truck
1245,709:  Police Boat
1246,"745:  Baseplate, Green"
1247,"746:  Baseplates, Green and Yellow"
1248,"747:  Baseplates, Red and Blue"
1249,775:  Fire Fighter
1250,854:  Go-Kart
1251,855:  Mobile Crane
1252,872:  Two Gear Blocks
1253,948:  Go-Kart
1254,952:  Farm Tractor
1255,954:  Sky Copter
1256,956:  Auto Chassis
1257,960:  Power Pack
1258,961:  Parts Pack
1259,970:  Lighting Bricks
1260,1117:  Axles and Bushes
1261,1175:  4.5V Motor
1262,1176:  Gear racks and turntables
1263,1555:  Sterling Airways Aircraft
1264,1589:  Main Street
1265,1610:  Airliner
1266,1611:  Aeroplane
1267,1620:  Chocolate Factory
1268,7000:  Educational Suitcase
1269,0011:  Town Minifigures
1270,0012:  Space minifigures
1271,0013:  Space minifigures
1272,0014:  Space minifigures
1273,0015:  Space Mini-Figures
1274,0016:  Castle Minifigures
1275,028:  Nursery Furniture
1276,032:  Living Room Furniture
1277,033:  Farm Animals
1278,041:  Play-Box
1279,045:  Farm
1280,071:  Block Box
1281,121:  Roadster
1282,128:  Taxi Station
1283,132:  Cottage
1284,134:  Service Station
1285,137:  Hospital
1286,140:  Town Hall
1287,261:  Bathroom
1288,268:  Family Room
1289,269:  Kitchen
1290,305:  Two Crater Plates
1291,306:  Two Lunar Landing Plates
1292,308:  Bracelet
1293,309:  Bracelet
1294,310:  Pendant
1295,311:  Pendant
1296,312:  Bracelet and Pendant
1297,313:  Bracelet and Pendant
1298,324:  Ricky Racoon on his Scooter
1299,325:  Percy Pig with his Barrow
1300,328:  Michael Mouse and his New Car
1301,329:  Bernard Bear and his Delivery Lorry
1302,338:  Blondi the Pig and Taxi Station
1303,341:  Catherine Cat's House and Mortimer Mouse
1304,344:  Service Station with Billy Goat and Mike Monkey
1305,347:  Hospital - Lucy Lamb and Charlie Cat Visit Dr. Dog
1306,350:  Town Hall
1307,361:  Garage
1308,379:  Bus Station
1309,381:  Police Headquarters
1310,383:  Knight's Joust
1311,442:  Space Shuttle
1312,452:  Mobile Ground Tracking Station
1313,453:  Two Crater Plates
1314,454:  Two Lunar Landing Plates
1315,497:  Galaxy Explorer
1316,540:  Police Units
1317,542:  Street Crew
1318,"551:  Road Plates, Junction"
1319,"552:  Road Plates, Curved"
1320,"553:  Road Plates, Straight"
1321,554:  Exxon Fuel Tanker
1322,556:  Emergency Van
1323,558:  Road Crane
1324,560:  Town House
1325,588:  Police Headquarters
1326,607:  Mini Loader
1327,608:  Taxi
1328,645:  Police Helicopter
1329,646:  Auto Service
1330,675:  Snack Bar
1331,677:  Knight's Procession
1332,856:  Bulldozer
1333,857:  Motorbike with Sidecar
1334,874:  Yellow Beams with Connector Pegs
1335,875:  Red Beams with Connector Pegs
1336,876:  Blue Beams with Connector Pegs
1337,877:  Steering Gear Parts
1338,878:  Piston Parts
1339,879:  Gear Wheels with Chain Links
1340,880:  12 Volt Motor
1341,885:  Space Scooter
1342,886:  Space Buggy
1343,889:  Radar Truck
1344,891:  Two Seater Space Scooter
1345,894:  Mobile Ground Tracking Station
1346,897:  Mobile rocket launcher
1347,918:  One Man Space Ship
1348,920:  Rocket Launch Pad
1349,924:  Space Transporter
1350,926:  Command Centre
1351,928:  Space Cruiser And Moonbase
1352,950:  Forklift
1353,951:  Bulldozer
1354,955:  Mobile Crane
1355,1072:  Supplementary LEGO Set
1356,1083:  50 x 50 LEGO Gray Baseplate
1357,1091:  Lego Educational Storage Cloth
1358,1236:  12V Technic Motor
1359,7170:  Educational Refill Pack
1360,"722:  Universal Building Set, 7+"
1361,"733:  Universal Building Set, 7+"
1362,"744:  Universal Building Set with Motor, 7+"
1363,820:  Red Plates Parts Pack
1364,822:  Blue Plates Parts Pack
1365,830:  Red Bricks Parts Pack
1366,831:  Black Bricks Parts Pack
1367,832:  Blue Bricks Parts Pack
1368,833:  White Bricks Parts Pack
1369,834:  Yellow Bricks Parts Pack
1370,836:  Doors and Windows Parts Pack
1371,837:  Wheels and Tyres Parts Pack
1372,"838:  Red Roof Bricks Parts Pack, 45°"
1373,"839:  Red Roof Bricks Parts Pack, 33°"
1374,"840:  Baseplate, Green"
1375,"841:  Baseplates, Green and Yellow"
1376,"842:  Baseplates, Red and Blue"
1377,"843:  Baseplate, Grey"
1378,858:  Auto Engines
1379,1041:  Educational Duplo Building Set
1380,1050:  Universal set for boys and girls
1381,1062:  {Town Vehicles}
1382,1075:  LEGO People Supplementary Set
1383,1076:  LEGO Car and Truck Supplementary Set
1384,1101:  Replacement 4.5V Motor
1385,1102:  Four Motor Wheel Bushes
1386,1103:  Battery Box
1387,1104:  Two Connector Leads
1388,1105:  Two Rubber Crawler Tracks
1389,1106:  Battery Tender for Trains
1390,1107:  Two Shunting Trip-Posts and One Signal
1391,1108:  Two Pairs of Magnetic Couplings
1392,1110:  Four Locomotive Wheels
1393,1111:  Eight Rubber Rims for Locomotive Wheels
1394,1113:  Motor Frame 6 x 16 Stud Plus Four Buffers
1395,1114:  Motor Frame 6 x 22 Stud
1396,"1115:  Lighting Brick, 4.5V"
1397,"1120:  Two Tyres, 42 mm Diameter"
1398,1122:  Hinge Units
1399,1123:  Ball and Socket Couplings & One Articulated Joint
1400,1125:  Crane Grab Assembly
1401,1129:  Spread Bag
1402,1130:  Plastic Folder for Building Instructions
